id,full_name,html_url,size,language,created_at,updated_at,pushed_at,stargazers_count,forks_count,open_issues_count
89348631,InnovativeOnlineIndustries/Industrial-Foregoing,https://github.com/InnovativeOnlineIndustries/Industrial-Foregoing,9872,Java,2017-04-25T10:34:51Z,2024-04-28T21:11:13Z,2024-04-27T13:42:31Z,228,124,108
22376054,McJtyMods/RFTools,https://github.com/McJtyMods/RFTools,17711,Java,2014-07-29T10:19:55Z,2024-03-25T06:41:42Z,2022-08-29T22:21:58Z,228,88,483
331057892,deephaven/deephaven-core,https://github.com/deephaven/deephaven-core,88535,Java,2021-01-19T17:30:43Z,2024-04-29T23:03:32Z,2024-04-30T00:11:12Z,228,77,1044
153155267,smallrye/smallrye-reactive-messaging,https://github.com/smallrye/smallrye-reactive-messaging,52128,Java,2018-10-15T17:36:05Z,2024-04-25T15:50:48Z,2024-04-25T15:50:45Z,224,170,81
18051302,MyRobotLab/myrobotlab,https://github.com/MyRobotLab/myrobotlab,142105,Java,2014-03-24T03:59:27Z,2024-04-29T16:15:07Z,2024-04-29T17:45:27Z,220,102,124
7983535,owlike/genson,https://github.com/owlike/genson,10623,Java,2013-02-02T23:24:56Z,2024-04-22T23:50:24Z,2022-12-16T05:11:16Z,216,65,67
274867370,Zoinkwiz/quest-helper,https://github.com/Zoinkwiz/quest-helper,8783,Java,2020-06-25T08:37:21Z,2024-04-28T20:09:58Z,2024-04-29T11:11:21Z,214,371,92
33052784,Advanced-Rocketry/AdvancedRocketry,https://github.com/Advanced-Rocketry/AdvancedRocketry,28898,Java,2015-03-28T22:31:17Z,2024-03-25T07:24:56Z,2024-02-02T20:23:41Z,214,265,221
65723996,FabricMC/fabric-loom,https://github.com/FabricMC/fabric-loom,5107,Java,2016-08-15T10:22:19Z,2024-04-28T18:01:49Z,2024-04-29T22:08:07Z,214,193,126
43315252,Shopify/mobile-buy-sdk-android,https://github.com/Shopify/mobile-buy-sdk-android,3155,Java,2015-09-28T17:19:37Z,2024-04-27T07:16:09Z,2024-04-02T13:53:37Z,210,137,102
102351835,RumbleDB/rumble,https://github.com/RumbleDB/rumble,108614,Java,2017-09-04T10:58:48Z,2024-04-24T21:01:18Z,2024-04-18T08:25:12Z,207,80,136
3424353,OneBusAway/onebusaway-application-modules,https://github.com/OneBusAway/onebusaway-application-modules,83540,Java,2012-02-12T20:12:38Z,2024-04-25T23:09:26Z,2024-04-08T05:21:28Z,199,132,85
138338237,Direwolf20-MC/BuildingGadgets,https://github.com/Direwolf20-MC/BuildingGadgets,9056,Java,2018-06-22T18:56:25Z,2024-04-29T17:52:02Z,2023-09-09T10:18:43Z,199,68,131
6448802,vivo-project/VIVO,https://github.com/vivo-project/VIVO,122306,Java,2012-10-29T22:39:41Z,2024-04-18T17:11:55Z,2024-04-22T06:37:08Z,198,127,421
250556269,micronaut-projects/micronaut-starter,https://github.com/micronaut-projects/micronaut-starter,442606,Java,2020-03-27T14:30:02Z,2024-04-26T10:33:58Z,2024-04-29T20:37:23Z,198,89,152
148362172,eclipse-ee4j/jaxb-ri,https://github.com/eclipse-ee4j/jaxb-ri,10341,Java,2018-09-11T18:32:38Z,2024-04-26T08:58:50Z,2024-03-15T17:29:22Z,197,111,380
9499422,stratosphere/stratosphere,https://github.com/stratosphere/stratosphere,109925,Java,2013-04-17T14:25:24Z,2024-04-02T17:41:18Z,2023-12-16T17:29:09Z,196,83,168
176206805,wso2/micro-integrator,https://github.com/wso2/micro-integrator,102549,Java,2019-03-18T04:53:55Z,2024-03-31T14:22:15Z,2024-04-22T04:30:51Z,193,197,392
215840316,temporalio/sdk-java,https://github.com/temporalio/sdk-java,9507,Java,2019-10-17T16:42:32Z,2024-04-17T20:57:21Z,2024-04-19T16:38:23Z,193,127,282
275016355,newrelic/newrelic-java-agent,https://github.com/newrelic/newrelic-java-agent,68625,Java,2020-06-25T21:13:42Z,2024-04-29T23:44:37Z,2024-04-29T23:44:35Z,191,140,113
124586660,eclipse-ee4j/eclipselink,https://github.com/eclipse-ee4j/eclipselink,323118,Java,2018-03-09T19:53:46Z,2024-04-25T08:48:02Z,2024-04-29T13:21:34Z,188,153,235
23248685,jaquadro/StorageDrawers,https://github.com/jaquadro/StorageDrawers,5450,Java,2014-08-23T05:28:29Z,2024-04-24T14:24:06Z,2024-03-07T15:34:34Z,187,148,469
168736310,opensearch-project/security,https://github.com/opensearch-project/security,90449,Java,2019-02-01T17:39:31Z,2024-04-29T15:49:03Z,2024-04-29T20:19:25Z,174,250,214
18442381,googleapis/java-bigtable-hbase,https://github.com/googleapis/java-bigtable-hbase,20559,Java,2014-04-04T14:54:35Z,2024-04-22T15:33:21Z,2024-04-29T20:29:58Z,171,173,141
73003347,mickelus/tetra,https://github.com/mickelus/tetra,7604,Java,2016-11-06T16:26:01Z,2024-03-30T12:58:41Z,2023-04-11T20:36:45Z,167,77,121
181900096,micronaut-projects/micronaut-security,https://github.com/micronaut-projects/micronaut-security,158388,Java,2019-04-17T13:42:39Z,2024-04-29T07:54:50Z,2024-04-29T21:50:03Z,165,122,77
12327706,opencb/opencga,https://github.com/opencb/opencga,154794,Java,2013-08-23T16:42:20Z,2024-04-23T07:21:38Z,2024-04-29T16:05:23Z,164,97,451
47506301,finos/waltz,https://github.com/finos/waltz,58763,Java,2015-12-06T17:26:44Z,2024-04-29T10:18:37Z,2024-04-29T10:18:33Z,163,126,369
315377678,apache/ignite-3,https://github.com/apache/ignite-3,55030,Java,2020-11-23T16:39:36Z,2024-04-29T17:54:39Z,2024-04-29T18:53:07Z,163,90,83
60286497,mesosphere/dcos-commons,https://github.com/mesosphere/dcos-commons,107905,Java,2016-06-02T18:09:08Z,2024-03-31T14:17:53Z,2023-12-19T22:46:59Z,157,175,98
47934804,Lothrazar/Cyclic,https://github.com/Lothrazar/Cyclic,27857,Java,2015-12-13T20:19:26Z,2024-03-31T14:17:05Z,2024-04-20T02:41:18Z,155,96,173
43707061,ResearchStack/ResearchStack,https://github.com/ResearchStack/ResearchStack,18719,Java,2015-10-05T19:04:26Z,2023-12-21T06:21:51Z,2024-03-29T18:35:21Z,152,81,82
134450682,GoogleCloudPlatform/cloud-opensource-java,https://github.com/GoogleCloudPlatform/cloud-opensource-java,18089,Java,2018-05-22T17:24:30Z,2024-03-31T14:21:06Z,2024-04-11T17:13:51Z,149,73,181
22538931,yavijava/yavijava,https://github.com/yavijava/yavijava,4333,Java,2014-08-02T04:00:22Z,2024-01-30T07:58:44Z,2022-10-26T16:20:21Z,146,118,95
179494421,smallrye/smallrye-graphql,https://github.com/smallrye/smallrye-graphql,17184,Java,2019-04-04T12:37:13Z,2024-04-29T12:57:53Z,2024-04-29T19:45:35Z,146,85,134
76666139,heremaps/here-android-sdk-examples,https://github.com/heremaps/here-android-sdk-examples,2784,Java,2016-12-16T15:55:38Z,2024-04-22T15:27:52Z,2022-11-28T10:25:49Z,145,191,65
225818900,apache/camel-kafka-connector,https://github.com/apache/camel-kafka-connector,52981,Java,2019-12-04T08:39:07Z,2024-04-29T16:14:28Z,2024-04-29T16:15:02Z,145,96,131
113889550,uber/cadence-java-client,https://github.com/uber/cadence-java-client,4014,Java,2017-12-11T17:42:08Z,2024-04-29T20:47:08Z,2024-04-29T23:33:44Z,139,107,140
288294648,open-telemetry/opentelemetry-java-contrib,https://github.com/open-telemetry/opentelemetry-java-contrib,22175,Java,2020-08-17T21:57:13Z,2024-04-29T18:03:12Z,2024-04-29T18:03:08Z,138,111,72
58821483,McJtyMods/TheOneProbe,https://github.com/McJtyMods/TheOneProbe,1849,Java,2016-05-14T17:40:33Z,2024-04-01T14:21:51Z,2024-04-29T08:52:41Z,136,67,266
64340716,katharsis-project/katharsis-framework,https://github.com/katharsis-project/katharsis-framework,5026,Java,2016-07-27T20:46:27Z,2024-04-03T10:11:49Z,2023-12-05T19:36:36Z,133,65,76
27504653,OHDSI/WebAPI,https://github.com/OHDSI/WebAPI,29342,Java,2014-12-03T19:49:51Z,2024-04-23T06:10:26Z,2024-04-26T12:38:16Z,125,154,138
52329722,wso2/carbon-identity-framework,https://github.com/wso2/carbon-identity-framework,488238,Java,2016-02-23T04:20:26Z,2024-04-28T13:45:09Z,2024-04-29T16:30:25Z,117,526,95
1156136,radargun/radargun,https://github.com/radargun/radargun,7448,Java,2010-12-10T13:35:42Z,2024-01-12T18:04:32Z,2023-10-27T12:17:47Z,117,65,67
197364349,hashgraph/hedera-mirror-node,https://github.com/hashgraph/hedera-mirror-node,422977,Java,2019-07-17T10:04:38Z,2024-04-29T22:02:41Z,2024-04-30T02:35:12Z,116,106,185
25573964,arquillian/arquillian-cube,https://github.com/arquillian/arquillian-cube,5201,Java,2014-10-22T09:47:10Z,2024-04-29T14:21:13Z,2024-04-29T14:21:09Z,115,98,138
1381748,jfrog/jenkins-artifactory-plugin,https://github.com/jfrog/jenkins-artifactory-plugin,6232,Java,2011-02-18T09:17:52Z,2024-03-31T14:11:59Z,2024-04-24T15:32:13Z,114,186,304
166387176,polypheny/Polypheny-DB,https://github.com/polypheny/Polypheny-DB,39202,Java,2019-01-18T10:24:15Z,2024-04-16T18:12:47Z,2024-04-29T15:54:48Z,114,87,92
129769092,eclipse-sw360/sw360,https://github.com/eclipse-sw360/sw360,17676,Java,2018-04-16T15:54:19Z,2024-04-29T10:02:37Z,2024-04-29T10:04:33Z,112,95,430
8927606,frankframework/frankframework,https://github.com/frankframework/frankframework,102918,Java,2013-03-21T11:48:24Z,2024-04-29T07:28:59Z,2024-04-30T00:49:03Z,111,76,268
354129853,opensearch-project/sql,https://github.com/opensearch-project/sql,89450,Java,2021-04-02T20:48:31Z,2024-04-29T22:50:22Z,2024-04-29T22:50:38Z,106,120,394
157680689,tikv/client-java,https://github.com/tikv/client-java,348647,Java,2018-11-15T08:52:53Z,2024-04-04T05:15:44Z,2024-03-28T08:52:50Z,106,105,86
222457383,openstack4j/openstack4j,https://github.com/openstack4j/openstack4j,5585,Java,2019-11-18T13:36:41Z,2024-04-06T10:46:10Z,2024-04-13T05:35:48Z,105,90,79
62250821,US-CBP/GTAS,https://github.com/US-CBP/GTAS,100770,Java,2016-06-29T19:03:39Z,2024-04-04T05:27:59Z,2023-12-27T10:37:30Z,105,77,308
16338711,apache/airavata,https://github.com/apache/airavata,110739,Java,2014-01-29T08:00:06Z,2024-04-23T02:53:23Z,2024-04-23T02:53:19Z,98,111,79
105314178,Azure/azure-libraries-for-java,https://github.com/Azure/azure-libraries-for-java,271657,Java,2017-09-29T20:27:25Z,2024-03-31T14:20:01Z,2023-10-07T04:51:17Z,94,96,150
388880322,opensearch-project/opensearch-java,https://github.com/opensearch-project/opensearch-java,26872,Java,2021-07-23T17:39:35Z,2024-04-25T09:15:49Z,2024-04-30T01:10:37Z,92,155,108
84104620,aws/aws-xray-sdk-java,https://github.com/aws/aws-xray-sdk-java,1353,Java,2017-03-06T18:04:56Z,2024-04-25T18:27:44Z,2024-04-25T20:06:13Z,91,94,71
1081991,ops4j/org.ops4j.pax.exam2,https://github.com/ops4j/org.ops4j.pax.exam2,8540,Java,2010-11-15T13:59:35Z,2024-03-31T14:11:51Z,2024-04-03T11:27:02Z,83,99,246
95449551,Taskana/taskana,https://github.com/Taskana/taskana,29543,Java,2017-06-26T13:31:26Z,2024-04-29T12:12:56Z,2024-04-29T04:24:17Z,79,96,74
168114151,micronaut-projects/micronaut-aws,https://github.com/micronaut-projects/micronaut-aws,62224,Java,2019-01-29T07:59:36Z,2024-03-31T14:22:03Z,2024-04-29T21:29:05Z,79,81,105
24750302,alien4cloud/alien4cloud,https://github.com/alien4cloud/alien4cloud,28610,Java,2014-10-03T07:34:22Z,2024-03-31T14:15:16Z,2023-02-22T01:46:31Z,75,68,74
39182136,linagora/james-project,https://github.com/linagora/james-project,116916,Java,2015-07-16T07:04:59Z,2024-03-04T23:58:25Z,2024-03-10T22:19:03Z,68,64,80
